1	-1393000	7295010
2	-1388000	7295010
3	-1383000	7295010
4	-1378000	7295010
5	-1373000	7295010
6	-1368000	7295010
7	-1363000	7295010
8	-1358000	7295010
9	-1353000	7295010
10	-1348000	7295010
11	-1343000	7295010
12	-1338000	7295010
13	-1333000	7295010
14	-1328000	7295010
15	-1323000	7295010
16	-1318000	7295010
17	-1313000	7295010
18	-1308000	7295010
19	-1303000	7295010
20	-1298000	7295010
21	-1293000	7295010
22	-1288000	7295010
23	-1283000	7295010
24	-1278000	7295010
25	-1273000	7295010
26	-1268000	7295010
27	-1263000	7295010
28	-1258000	7295010
29	-1253000	7295010
30	-1248000	7295010
31	-1243000	7295010
32	-1238000	7295010
33	-1233000	7295010
34	-1228000	7295010
35	-1223000	7295010
36	-1218000	7295010
37	-1213000	7295010
38	-1208000	7295010
39	-1203000	7295010
40	-1198000	7295010
41	-1193000	7295010
42	-1188000	7295010
43	-1183000	7295010
44	-1178000	7295010
45	-1173000	7295010
46	-1168000	7295010
47	-1163000	7295010
48	-1158000	7295010
49	-1153000	7295010
50	-1148000	7295010
51	-1143000	7295010
52	-1138000	7295010
53	-1133000	7295010
54	-1128000	7295010
55	-1123000	7295010
56	-1118000	7295010
57	-1113000	7295010
58	-1108000	7295010
59	-1103000	7295010
60	-1098000	7295010
61	-1093000	7295010
62	-1088000	7295010
63	-1083000	7295010
64	-1078000	7295010
65	-1073000	7295010
66	-1068000	7295010
67	-1063000	7295010
68	-1058000	7295010
69	-1053000	7295010
70	-1048000	7295010
71	-1043000	7295010
72	-1038000	7295010
73	-1033000	7295010
74	-1028000	7295010
75	-1023000	7295010
76	-1018000	7295010
77	-1013000	7295010
78	-1008000	7295010
79	-1003000	7295010
80	-998000	7295010
81	-993000	7295010
82	-988000	7295010
83	-983000	7295010
84	-978000	7295010
85	-973000	7295010
86	-968000	7295010
87	-963000	7295010
88	-958000	7295010
89	-953000	7295010
90	-948000	7295010
91	-943000	7295010
92	-938000	7295010
93	-933000	7295010
94	-928000	7295010
95	-923000	7295010
96	-918000	7295010
97	-913000	7295010
98	-908000	7295010
99	-1393000	7300010
100	-1388000	7300010
101	-1383000	7300010
102	-1378000	7300010
103	-1373000	7300010
104	-1368000	7300010
105	-1363000	7300010
106	-1358000	7300010
107	-1353000	7300010
108	-1348000	7300010
109	-1343000	7300010
110	-1338000	7300010
111	-1333000	7300010
112	-1328000	7300010
113	-1323000	7300010
114	-1318000	7300010
115	-1313000	7300010
116	-1308000	7300010
117	-1303000	7300010
118	-1298000	7300010
119	-1293000	7300010
120	-1288000	7300010
121	-1283000	7300010
122	-1278000	7300010
123	-1273000	7300010
124	-1268000	7300010
125	-1263000	7300010
126	-1258000	7300010
127	-1253000	7300010
128	-1248000	7300010
129	-1243000	7300010
130	-1238000	7300010
131	-1233000	7300010
132	-1228000	7300010
133	-1223000	7300010
134	-1218000	7300010
135	-1213000	7300010
136	-1208000	7300010
137	-1203000	7300010
138	-1198000	7300010
139	-1193000	7300010
140	-1188000	7300010
141	-1183000	7300010
142	-1178000	7300010
143	-1173000	7300010
144	-1168000	7300010
145	-1163000	7300010
146	-1158000	7300010
147	-1153000	7300010
148	-1148000	7300010
149	-1143000	7300010
