1	0.298
2	0.194
3	0.308
4	0.325
5	0.386
6	0.375
7	0.276
8	0.213
9	0.132
10	0.174
11	0.252
12	0.123
13	0.087
14	0.098
15	0.118
16	0.22
17	0.222
18	0.051
19	0.14
20	0.125
21	0.05
22	0.007
23	0.018
24	0.017
25	0.026
26	0.037
27	0.021
28	0.015
29	0.022
30	0.013
31	0.005
32	0.008
33	0.003
34	0.002
35	0.004
36	0.014
37	0.006
38	0.001
39	0.002
40	0.001
41	0.003
42	0.012
43	0.001
44	0.002
45	0.007
46	0.006
47	0.044
48	0.005
49	0.003
50	0.027
51	0.03
52	0.011
53	0.009
54	0.007
55	0.008
56	0.005
57	0.0
58	0.001
59	0.227
60	0.149
61	0.025
62	0.028
63	0.001
64	0.001
65	0.003
66	0.004
67	0.004
68	0.002
69	0.001
70	0.003
71	0.005
72	0.001
73	0.001
74	0.002
75	0.007
76	0.014
77	0.025
78	0.194
79	0.005
80	0.001
81	0.003
82	0.001
83	0.002
84	0.003
85	0.013
86	0.021
87	0.014
88	0.004
89	0.009
90	0.008
91	0.037
92	0.005
93	0.011
94	0.019
95	0.044
96	0.099
97	0.079
98	0.045
99	0.231
100	0.215
101	0.344
102	0.32
103	0.378
104	0.313
105	0.246
106	0.162
107	0.13
108	0.179
109	0.185
110	0.062
111	0.15
112	0.094
113	0.123
114	0.137
115	0.123
116	0.038
117	0.045
118	0.02
119	0.045
120	0.061
121	0.032
122	0.01
123	0.021
124	0.017
125	0.018
126	0.014
127	0.022
128	0.015
129	0.013
130	0.006
131	0.004
132	0.013
133	0.007
134	0.022
135	0.003
136	0.002
137	0.001
138	0.002
139	0.014
140	0.001
141	0.002
142	0.002
143	0.005
144	0.03
145	0.015
146	0.005
147	0.003
148	0.002
149	0.004
150	0.001
151	0.01
152	0.008
153	0.002
154	0.0
155	0.0
156	0.001
157	0.001
158	0.013
159	0.05
160	0.005
161	0.008
162	0.007
163	0.008
164	0.009
165	0.012
166	0.004
167	0.01
168	0.002
169	0.004
170	0.007
171	0.003
172	0.016
173	0.034
174	0.005
175	0.042
176	0.174
177	0.002
178	0.005
179	0.005
180	0.006
181	0.006
182	0.009
183	0.075
184	0.056
185	0.033
186	0.012
187	0.043
188	0.011
189	0.003
190	0.01
191	0.028
192	0.044
193	0.088
194	0.084
195	0.161
196	0.136
197	0.226
198	0.219
199	0.314
200	0.355
201	0.312
202	0.339
203	0.212
204	0.174
205	0.11
206	0.167
207	0.213
208	0.141
209	0.224
210	0.165
211	0.135
212	0.105
213	0.033
214	0.048
215	0.05
216	0.029
217	0.105
218	0.118
219	0.003
220	0.001
221	0.009
222	0.008
223	0.022
224	0.019
225	0.008
226	0.015
227	0.003
228	0.007
229	0.005
230	0.006
231	0.005
232	0.005
233	0.009
234	0.002
235	0.0
236	0.002
237	0.005
238	0.001
239	0.001
240	0.0
241	0.005
242	0.07
243	0.122
244	0.003
245	0.002
246	0.001
247	0.007
248	0.006
249	0.003
250	0.001
251	0.004
252	0.004
253	0.0
254	0.008
255	0.005
256	0.001
257	0.015
258	0.001
259	0.027
260	0.041
261	0.01
262	0.008
263	0.004
264	0.008
265	0.006
266	0.003
267	0.011
268	0.011
269	0.017
270	0.019
271	0.019
272	0.085
273	0.109
274	0.117
275	0.014
276	0.004
277	0.008
278	0.004
279	0.011
280	0.013
281	0.023
282	0.026
283	0.027
284	0.007
285	0.0
286	0.006
287	0.008
288	0.01
289	0.014
290	0.059
291	0.065
292	0.03
293	0.107
294	0.098
295	0.21
296	0.185
297	0.285
298	0.344
299	0.345
300	0.349
301	0.267
302	0.147
303	0.18
304	0.143
305	0.12
306	0.051
307	0.054
308	0.032
309	0.058
310	0.102
311	0.051
312	0.053
313	0.025
314	0.034
315	0.019
316	0.012
317	0.015
318	0.003
319	0.015
320	0.01
321	0.01
322	0.01
323	0.009
324	0.004
325	0.007
326	0.002
327	0.003
328	0.004
329	0.018
330	0.003
331	0.001
332	0.003
333	0.0
334	0.006
335	0.002
336	0.003
337	0.001
338	0.002
339	0.003
340	0.004
341	0.032
342	0.042
343	0.001
344	0.0
345	0.0
346	0.008
347	0.005
348	0.003
349	0.004
350	0.007
351	0.003
352	0.009
353	0.021
354	0.004
355	0.003
356	0.004
357	0.019
358	0.01
359	0.013
360	0.001
361	0.011
362	0.01
363	0.003
364	0.004
365	0.019
366	0.035
367	0.014
368	0.023
369	0.007
370	0.195
371	0.153
372	0.058
373	0.001
374	0.002
375	0.001
376	0.015
377	0.009
378	0.04
379	0.07
380	0.021
381	0.024
382	0.007
383	0.0
384	0.0
385	0.0
386	0.024
387	0.092
388	0.08
389	0.006
390	0.038
391	0.136
392	0.081
393	0.215
394	0.189
395	0.259
396	0.263
397	0.283
398	0.267
399	0.295
400	0.146
401	0.099
402	0.04
403	0.041
404	0.022
405	0.032
406	0.073
407	0.091
408	0.05
409	0.031
410	0.066
411	0.021
412	0.005
413	0.043
414	0.044
415	0.007
416	0.004
417	0.003
418	0.021
419	0.013
420	0.0
421	0.003
422	0.013
423	0.013
424	0.016
425	0.005
426	0.014
427	0.004
428	0.004
429	0.016
430	0.005
431	0.008
432	0.006
433	0.002
434	0.001
435	0.002
436	0.001
437	0.008
438	0.017
439	0.037
440	0.003
441	0.0
442	0.004
443	0.004
444	0.006
445	0.003
446	0.0
447	0.009
448	0.004
449	0.021
450	0.004
451	0.012
452	0.007
453	0.01
454	0.014
455	0.016
456	0.011
457	0.001
458	0.012
459	0.006
460	0.002
461	0.013
462	0.005
463	0.014
464	0.005
465	0.007
466	0.033
467	0.04
468	0.041
469	0.03
470	0.027
471	0.008
472	0.001
473	0.037
474	0.066
475	0.089
476	0.035
477	0.052
478	0.026
479	0.063
480	0.054
481	0.003
482	0.001
483	0.011
484	0.06
485	0.092
486	0.083
487	0.022
488	0.077
489	0.182
490	0.192
491	0.116
492	0.038
493	0.185
494	0.154
495	0.174
496	0.147
497	0.148
498	0.154
499	0.169
500	0.131
501	0.039
502	0.094
503	0.156
504	0.106
505	0.105
506	0.086
507	0.073
508	0.038
509	0.081
510	0.053
511	0.043
512	0.067
513	0.14
514	0.012
515	0.002
516	0.01
517	0.008
518	0.001
519	0.006
520	0.005
521	0.003
522	0.005
523	0.014
524	0.013
525	0.009
526	0.012
527	0.007
528	0.002
529	0.002
530	0.001
531	0.003
532	0.011
533	0.0
534	0.0
535	0.002
536	0.002
537	0.043
538	0.019
539	0.008
540	0.006
541	0.002
542	0.0
543	0.0
544	0.004
545	0.004
546	0.002
547	0.004
548	0.001
549	0.07
550	0.022
551	0.006
552	0.006
553	0.067
554	0.03
555	0.041
556	0.015
557	0.0
558	0.011
559	0.005
560	0.013
561	0.015
562	0.011
563	0.029
564	0.025
565	0.005
566	0.028
567	0.082
568	0.022
569	0.011
570	0.01
571	0.02
572	0.037
573	0.031
574	0.035
575	0.017
576	0.061
577	0.048
578	0.094
579	0.046
580	0.038
581	0.055
582	0.01
583	0.051
584	0.06
585	0.088
586	0.104
587	0.076
588	0.155
589	0.23
590	0.207
591	0.116
592	0.059
593	0.178
594	0.096
595	0.09
596	0.068
597	0.059
598	0.062
599	0.065
600	0.089
601	0.154
602	0.048
603	0.05
604	0.078
605	0.159
606	0.146
607	0.086
608	0.046
609	0.036
610	0.038
611	0.036
612	0.093
613	0.013
614	0.004
615	0.001
616	0.017
617	0.028
618	0.005
619	0.016
620	0.002
621	0.006
622	0.008
623	0.014
624	0.008
625	0.005
626	0.004
627	0.003
628	0.003
629	0.0
630	0.0
631	0.002
632	0.004
633	0.004
634	0.002
635	0.0
636	0.003
637	0.04
638	0.009
639	0.004
640	0.0
641	0.001
642	0.003
643	0.003
644	0.002
645	0.001
646	0.003
647	0.006
648	0.003
649	0.01
650	0.014
651	0.015
652	0.05
653	0.274
654	0.036
655	0.039
656	0.01
657	0.007
658	0.017
659	0.004
660	0.005
661	0.006
662	0.012
663	0.025
664	0.006
665	0.024
666	0.095
667	0.121
668	0.06
669	0.045
670	0.011
671	0.034
672	0.009
673	0.021
674	0.013
675	0.053
676	0.115
677	0.105
678	0.179
679	0.142
680	0.152
681	0.107
682	0.151
683	0.122
684	0.121
685	0.103
686	0.064
687	0.072
688	0.14
689	0.097
690	0.102
691	0.119
692	0.062
693	0.157
694	0.136
695	0.149
696	0.099
697	0.083
698	0.049
699	0.076
700	0.04
701	0.032
702	0.026
